YWHAZ	5.83E-06
CERK	5.98E-06
MCTS1	6.07E-06
C1orf216	6.27E-06
MAP2K4	6.32E-06
PTPRR	6.36E-06
UBA5	6.48E-06
ACTR3B	6.52E-06
DDX3X	6.52E-06
EEF1E1	6.54E-06
SYN2	6.55E-06
UCHL5	6.62E-06
FHL2	6.69E-06
HSPA9	6.77E-06
DGKB	6.84E-06
NDEL1	6.84E-06
MORF4L1	6.85E-06
PVALB	6.88E-06
YWHAH	6.90E-06
VDAC3	6.94E-06
ARPC1A	7.06E-06
DCTN4	7.17E-06
NOTCH2NLA	7.25E-06
ZNF204P	7.29E-06
FABP3	7.30E-06
ZFAND5	7.37E-06
MAIP1	7.42E-06
ANKH	7.45E-06
EIF1B	7.79E-06
KPNA1	7.85E-06
RANBP9	7.90E-06
PEX11B	8.23E-06
GRIN2A	8.25E-06
MAP2K1	8.25E-06
WTAP	8.36E-06
LGMN	8.39E-06
NEUROD6	8.43E-06
CAMTA1	8.44E-06
SMAP1	8.53E-06
NPTN	8.54E-06
FBXO9	8.59E-06
KCNK10	8.61E-06
TPD52	8.69E-06
TULP3	8.87E-06
ZFAND1	8.95E-06
SLC25A14	9.16E-06
NSG1	9.18E-06
CNKSR2	9.26E-06
COMMD10	9.35E-06
H2AZ1	9.47E-06
PXDC1	9.53E-06
CMAS	9.61E-06
CHN1	9.69E-06
ASNS	9.74E-06
OXR1	1.01E-05
TMEM35A	1.01E-05
GNB1	1.01E-05
FBXO34	1.02E-05
EID1	1.02E-05
FGF14	1.05E-05
NOLC1	1.06E-05
MRPS7	1.07E-05
AHNAK	1.07E-05
UBE2D3	1.07E-05
SNAP25	1.07E-05
UBE2E3	1.08E-05
HSP90AB1	1.08E-05
DR1	1.09E-05
KIF3C	1.10E-05
NRN1	1.11E-05
CCNG2	1.12E-05
ALDH3B1	1.12E-05
CUL3	1.13E-05
KIFBP	1.15E-05
PNMA8A	1.16E-05
PSMC3	1.17E-05
PPP3CB	1.19E-05
NDFIP1	1.20E-05
TXNRD1	1.20E-05
RIT2	1.22E-05
SERINC3	1.22E-05
FAM107A	1.23E-05
GGCT	1.25E-05
MKKS	1.26E-05
ATP6V1C1	1.28E-05
FGF12	1.28E-05
RAB6A	1.29E-05
ATP2B2	1.30E-05
BZW1	1.35E-05
DUSP12	1.35E-05
NFU1	1.38E-05
CASKIN2	1.38E-05
RARS1	1.39E-05
JPT1	1.40E-05
NPEPPS	1.40E-05
BCAS2	1.40E-05
TACC2	1.41E-05
UQCRFS1	1.41E-05
PRPS2	1.44E-05
USP46	1.45E-05
BGN	1.45E-05
MARF1	1.47E-05
QRSL1	1.50E-05
EFR3A	1.51E-05
SMS	1.52E-05
TIMM23	1.53E-05
SARAF	1.54E-05
EBLN2	1.54E-05
KCNJ9	1.55E-05
TBC1D9	1.58E-05
EPHX1	1.60E-05
ATG101	1.60E-05
RBMX2	1.63E-05
XRCC5	1.64E-05
LCN2	1.64E-05
TBL1XR1	1.65E-05
PAMR1	1.65E-05
TAF7	1.66E-05
LEPROTL1	1.66E-05
PGRMC1	1.69E-05
PAM	1.70E-05
DDAH2	1.70E-05
PRSS53	1.70E-05
MDH2	1.70E-05
WAC	1.71E-05
SLC39A14	1.75E-05
USP25	1.75E-05
SLC1A1	1.75E-05
ECHDC1	1.75E-05
CD200	1.77E-05
KLHDC2	1.77E-05
ACSL4	1.79E-05
ECE1	1.79E-05
NETO2	1.80E-05
PANK2	1.80E-05
PITX3	1.81E-05
PAK1	1.83E-05
UTP18	1.84E-05
IMP3	1.87E-05
PNMA1	1.90E-05
CDC37L1	1.93E-05
TMEM126B	1.94E-05
AKAP11	1.94E-05
NDUFA4	1.95E-05
PENK	1.97E-05
ATP5MC3	1.99E-05
PPM1E	2.00E-05
UBE2D2	2.00E-05
AASDHPPT	2.03E-05
TPI1	2.04E-05
ACP1	2.05E-05
UAP1	2.17E-05
MAPK1	2.19E-05
MAD2L1BP	2.25E-05
CACNB2	2.28E-05
TNS1	2.30E-05
USO1	2.31E-05
GSPT1	2.32E-05
LAMTOR3	2.32E-05
RFK	2.33E-05
ELAVL4	2.34E-05
TSPYL5	2.34E-05
TMEM212	2.38E-05
CHMP1B	2.40E-05
SMARCA2	2.41E-05
STMN2	2.42E-05
VCPKMT	2.47E-05
COPS8	2.51E-05
TARS1	2.53E-05
PSMA1	2.55E-05
POU2F1	2.55E-05
RBM4	2.59E-05
RBFADN	2.60E-05
LYRM4	2.60E-05
CIAPIN1	2.60E-05
TCP1	2.66E-05
ZNHIT3	2.69E-05
PDHB	2.70E-05
SERINC1	2.70E-05
PSMD6	2.72E-05
OPLAH	2.73E-05
ADNP	2.79E-05
CERS6	2.79E-05
ALAS1	2.80E-05
FAM216A	2.82E-05
DDX10	2.86E-05
ARL6IP5	2.86E-05
GRSF1	2.88E-05
TCEAL1	2.88E-05
AIDA	2.88E-05
PIK3CA	2.89E-05
EXTL2	2.91E-05
MAN1A1	2.95E-05
GLCE	2.97E-05
TNS2	2.99E-05
MRPL46	3.03E-05
DDX25	3.05E-05
RPS6KA3	3.06E-05
LRRC8B	3.11E-05
TERF2	3.13E-05
APOO	3.14E-05
AK5	3.16E-05
SELENOT	3.18E-05
PANK4	3.19E-05
KCND2	3.25E-05
PRKRA	3.26E-05
THOC7	3.32E-05
RAB17	3.33E-05
RAB11A	3.34E-05
GPRASP1	3.37E-05
PPP1R7	3.38E-05
BTN2A1	3.38E-05
ILF2	3.40E-05
EPS15	3.41E-05
ZDHHC4	3.45E-05
TIMP1	3.49E-05
ARG2	3.50E-05
NFIL3	3.51E-05
TSPAN3	3.56E-05
BNIP3	3.58E-05
NAP1L2	3.62E-05
TRIM37	3.63E-05
NME7	3.63E-05
COPS3	3.65E-05
DHX15	3.70E-05
ARPC5L	3.71E-05
NDUFA9	3.71E-05
NDUFAB1	3.72E-05
AGK	3.74E-05
MRPS28	3.78E-05
RAB14	3.78E-05
CITED2	3.79E-05
CDH13	3.82E-05
AP1S2	3.82E-05
HCCS	3.83E-05
COPS5	3.86E-05
MFN1	3.86E-05
CCT6A	3.86E-05
ARF4	3.90E-05
SLC25A4	3.90E-05
OPA1	3.91E-05
ARAP1	3.92E-05
ARMCX2	3.94E-05
HOPX	3.94E-05
GTF3C3	3.95E-05
KMT2A	4.00E-05
GABARAPL2	4.00E-05
NDUFA5	4.00E-05
LAMTOR5	4.01E-05
COMT	4.01E-05
TMEM92-AS1	4.02E-05
TERF2IP	4.03E-05
KLK1	4.05E-05
MTX2	4.05E-05
CLTC	4.07E-05
HERC5	4.08E-05
ARL2BP	4.10E-05
NMRK1	4.12E-05
SYT1	4.19E-05
ADAM23	4.19E-05
GLIPR1	4.19E-05
LAS1L	4.21E-05
MKRN1	4.28E-05
FOXO1	4.28E-05
DCK	4.29E-05
PCBP1	4.30E-05
PDHX	4.31E-05
PSMD1	4.32E-05
VPS41	4.37E-05
ATP2B1	4.38E-05
PXN	4.39E-05
PLD2	4.51E-05
ATP6V1H	4.59E-05
MRPL3	4.61E-05
CRYGC	4.61E-05
NMNAT2	4.61E-05
HECA	4.65E-05
APOBEC3C	4.76E-05
YIPF5	4.79E-05
HIVEP2	4.81E-05
PDGFRB	4.85E-05
NFATC1	4.86E-05
NCALD	4.86E-05
UBE2K	4.94E-05
METAP1	4.96E-05
WBP11	4.98E-05
SORL1	5.00E-05
RXRA	5.09E-05
PID1	5.10E-05
HIGD1B	5.26E-05
MFSD6	5.27E-05
GINS2	5.29E-05
PLCL2	5.33E-05
TRHDE	5.33E-05
MAPKBP1	5.34E-05
MOSPD3	5.37E-05
ARMC8	5.38E-05
PDS5B	5.43E-05
STAU2	5.44E-05
SLC6A15	5.46E-05
RCAN2	5.54E-05
ZCCHC24	5.57E-05
SLC2A4RG	5.58E-05
STAM	5.60E-05
ANKZF1	5.62E-05
PLCD1	5.66E-05
HMGCR	5.74E-05
TM2D3	5.76E-05
RTN4	5.78E-05
PHYH	5.81E-05
EXOC2	5.86E-05
GLRX2	5.90E-05
TASP1	5.91E-05
SNCA	5.92E-05
OGT	5.93E-05
UNC50	5.98E-05
MED21	5.99E-05
COX5A	6.01E-05
SLC25A5	6.08E-05
GCK	6.08E-05
HLF	6.09E-05
UQCRH	6.09E-05
ANXA2P1	6.10E-05
PSMD14	6.11E-05
POLR2E	6.12E-05
FAM20B	6.14E-05
PRUNE2	6.15E-05
NR5A1	6.20E-05
BEX3	6.23E-05
PI4KA	6.24E-05
CLASP2	6.24E-05
ETF1	6.25E-05
IFT57	6.30E-05
SOCS5	6.30E-05
PDHA1	6.30E-05
SHROOM2	6.32E-05
RSRC2	6.35E-05
CCT5	6.40E-05
PSMA2	6.41E-05
DENND4A	6.44E-05
CCK	6.45E-05
SLC4A1AP	6.46E-05
PODNL1	6.49E-05
BMP7	6.51E-05
ATP6V1D	6.52E-05
DAPP1	6.54E-05
GPHN	6.56E-05
CDO1	6.68E-05
ANO2	6.69E-05
ATP5PD	6.69E-05
MRPL15	6.78E-05
CORO1C	6.80E-05
CMPK1	6.83E-05
TBPL1	6.83E-05
ARF1	6.99E-05
LHX6	6.99E-05
KCNN3	7.02E-05
EIF4E	7.04E-05
SMYD3	7.06E-05
NFKBIA	7.08E-05
TPSD1	7.13E-05
GPR22	7.15E-05
DLAT	7.18E-05
PRKCB	7.23E-05
YAF2	7.24E-05
POLR2B	7.27E-05
DTX2	7.28E-05
EFEMP2	7.33E-05
SEH1L	7.34E-05
NPTX2	7.39E-05
AP4S1	7.42E-05
NDUFS4	7.54E-05
HACD3	7.75E-05
CCDC6	7.75E-05
DCHS1	7.93E-05
PSME3	7.97E-05
ISCU	8.05E-05
USP14	8.06E-05
TOGARAM1	8.08E-05
PPP1R2	8.13E-05
ARL8B	8.17E-05
GRIA1	8.18E-05
DYNC1I1	8.19E-05
TAOK1	8.22E-05
SUPT7L	8.22E-05
PLEKHA4	8.24E-05
LGALS8	8.41E-05
PRKAG2	8.43E-05
C6orf120	8.45E-05
SLC25A3	8.51E-05
ZMAT4	8.52E-05
NEFM	8.54E-05
SHC2	8.62E-05
MAPKAPK5	8.64E-05
CNOT8	8.64E-05
TOPBP1	8.65E-05
IARS1	8.65E-05
ACOT7	8.67E-05
DDR1	8.67E-05
TMEM176A	8.67E-05
SGPP1	8.68E-05
LRRTM4	8.68E-05
CHD4	8.75E-05
RAB31	8.75E-05
NLK	8.83E-05
LRP10	8.90E-05
HIVEP1	8.95E-05
RAD51C	8.98E-05
REEP1	8.98E-05
GSTA4	8.99E-05
PSMD10	9.01E-05
ACLY	9.09E-05
SMOX	9.10E-05
NIF3L1	9.13E-05
GALNT10	9.14E-05
ATP5PB	9.17E-05
PSMD8	9.27E-05
CANX	9.31E-05
WDR7	9.31E-05
ACACB	9.37E-05
NELL2	9.49E-05
NCKAP1	9.50E-05
SNX10	9.55E-05
TMEM131	9.56E-05
TXNL4A	9.57E-05
FBXW11	9.65E-05
RELN	9.69E-05
ADSL	9.70E-05
ACTR6	9.75E-05
INSIG2	9.82E-05
TGFB3	9.83E-05
ICAM3	9.84E-05
GABBR2	9.95E-05
CSRNP2	9.98E-05
NDUFA8	0.000100516768827
INPP5A	0.000100626076704
BEND5	0.000100971276315
DAPK2	0.000100995964112
POLR2K	0.000101045075417
RAB21	0.000102191618838
MPC2	0.000102815681966
HINT1	0.00010368394148
HSPA4L	0.000104266916121
DDX46	0.000104326354436
GNG12	0.000104872137466
LZTFL1	0.000105045835375
ACAT1	0.00010556658104
C6orf62	0.000105753184517
FARSA	0.000105811044514
STAT1	0.00010616921093
CADPS2	0.000106834853527
ITGB1BP1	0.000107223394098
GTF2H1	0.000107399702948
RARA	0.000108774875707
ERC2	0.000108862889429
FEM1B	0.000109386048718
IER5	0.000109936021483
PRMT5	0.000109987886436
TRIOBP	0.000110197156118
RASL12	0.000111378704297
SOD3	0.000112072715036
MIA3	0.000112163853451
CAP2	0.000112816260651
BHLHB9	0.000114573085359
PPM1A	0.000114699100028
GRM4	0.000115410579487
DNAJC6	0.000115488117701
DPY19L1	0.000115601300813
PRRC1	0.000115668327982
OSTF1	0.000116404363841
ELP1	0.000116622623244
SIX6	0.000117114190414
SUMO1	0.00011750288311
FKBP4	0.000117675447648
TSKS	0.000117718233625
DOCK3	0.000117868586937
BCAT2	0.000117975976276
TFB2M	0.000120411159184
RND3	0.000121793554151
STX7	0.000121818587682
FRMD4A	0.000122159303104
CPT2	0.000122202551744
TTPAL	0.000122474460595
PLEKHB2	0.000123096515573
CDC42	0.000124150237594
B4GAT1	0.000125688448683
INPP4A	0.000126238068094
AGO3	0.000127404976954
FASTKD2	0.000127410867656
CRYM	0.000127418761486
CCNI	0.000127921179493
DUSP3	0.000129282185966
RNF41	0.000129392307628
ROBO3	0.000129866676477
SUSD4	0.000130453052182
CASD1	0.000130637251583
LRPPRC	0.000130944499241
GLRX5	0.000131470557169
NDUFAF4	0.000131547790615
TPGS2	0.000131877126994
ATP6V1E1	0.000131927221968
TRIM62	0.000131975759422
TTC19	0.00013276473487
ENTPD3	0.000134552776626
SNU13	0.000134601870436
ORC4	0.000134634184947
DGLUCY	0.000135000569104
C19orf54	0.000135050220134
TMEM135	0.000135966020796
UBC	0.000137295550964
GLRX	0.000137508982513
GAP43	0.00013781689738
PTGES3	0.000138436569859
GOLT1B	0.000138613454928
PPA1	0.000139405647195
PROP1	0.000140424666145
DUX1	0.000142358686986
GGTLC1	0.000144216062143
MTREX	0.000144403938444
MARCKS	0.000145419156417
RCHY1	0.000146232693865
HMGN4	0.000146282059308
MRPL35	0.000146351506129
DCTN3	0.0001475539296
ZMAT3	0.000148129718649
ZFHX4	0.000149066275632
PRPF18	0.000149347999335
RPP14	0.000149803697373
TTC38	0.000150475366552
VSIG10	0.000150872651021
INSL3	0.000150923831809
GDAP1	0.00015114920212
NMD3	0.000151409462081
HEATR6	0.000151476835415
AMPH	0.000151888060306
UCHL1	0.000153092798312
DLG3	0.000153133043971
YWHAB	0.000153135587409
NUP153	0.000153363423792
ARL1	0.000153631186926
JPH2	0.000153686298153
ATP2A2	0.000155105434203
EIF4A2	0.000156098550882
AKIP1	0.000156139015657
FOXA2	0.000157279884841
PIGH	0.000157684755648
NDUFB5	0.000158048980399
SCN2B	0.000158291132137
SULT4A1	0.000159285868348
ATP6V0B	0.00016073267278
LRRC47	0.000160908648129
TPSAB1	0.000161356107898
CSNK1G3	0.000162659700928
LMNA	0.000164140560781
CEMP1	0.00016424071231
ZNF646	0.000164461718382
ARHGEF9	0.000165181933202
SAP130	0.000165237081528
BCAP29	0.000165297361972
TSC22D4	0.000165425299199
ORAI3	0.000166084790685
ZNF609	0.000166530179407
MRPS27	0.000166901530083
PDE3A	0.00016811500592
HEXB	0.00016816142234
RNF146	0.000168227220062
ST3GAL4	0.00016918992269
KPNA2	0.000170079122625
EIF2B3	0.000171331965131
PREP	0.000171559778844
WNK1	0.000171716806087
MAP3K7	0.000172270316399
ARHGAP33	0.000172828681799
HSPA13	0.000175060678529
BASP1	0.000175919993191
ZNF365	0.000175975973652
RPS4X	0.000176717986528
LYRM2	0.0001779589499
ITGB4	0.000179104049927
NDRG4	0.000179166406187
ELP5	0.000179554477851
LAMC3	0.000180444357233
SARS1	0.000180824335688
PPFIA2	0.000180852450061
EOLA2	0.00018094925197
COX11	0.000181240310818
CRYL1	0.000181425941783
COL9A1	0.000182912677261
CBX3	0.000182999510788
DCTD	0.00018320313673
CAPRIN1	0.000183219958101
S1PR4	0.000183564227669
LINC01565	0.000184672966195
ANKMY2	0.000184777649457
MTCH1	0.000184816434474
AP3M2	0.000185075707618
REV1	0.000185712065299
DCUN1D4	0.00018587265632
OAT	0.000186159612193
RABIF	0.000187545644104
MRPL33	0.000190824956835
TRIP6	0.000191102472702
B3GALT2	0.000191169048604
DDX50	0.000191780871207
MRPS35	0.000192788102155
HOXA3	0.000193100653623
PSMD2	0.000194703541783
MIEF1	0.00019500322038
VRTN	0.0001952297729
PART1	0.000196126075704
STMN1	0.000198612507754
NUDT4	0.00019901764236
TMX4	0.000199115629461
DSTNP2	0.000200194326585
MFF	0.000200473273258
CTR9	0.000201192650735
MYO10	0.000201627610881
MREG	0.000201774593457
PPIP5K2	0.000201785282589
MRPS17	0.000202258493397
PFKM	0.000202903565905
TROAP	0.000203400199233
UBE2B	0.000203980933823
TBR1	0.000205717031525
CHP1	0.000205728627115
PDK3	0.00020648842349
ADK	0.000206612304396
GDE1	0.000207225123178
TOMM70	0.000207703319299
TCP10L	0.000208102888212
UBE3A	0.000208959059629
GCLM	0.000209240951626
PDP1	0.000210501106831
HNRNPA2B1	0.000210736927271
ASH2L	0.000211429744553
DVL2	0.000214336240318
YPEL5	0.000214998954972
FYCO1	0.000215504767518
TMEM14B	0.000215678793019
GNG5	0.000216418715521
IMMT	0.000216517346669
ATP5PF	0.000217248848479
DDX1	0.000217272718405
NUDT21	0.000217367513573
DIRAS2	0.000218984329709
GLOD4	0.00021944295005
TP53	0.000219933787377
CD82	0.000220533483163
CCNT1	0.000222423062237
NONO	0.000223780773744
C2orf72	0.000224423491978
LAMP5	0.000224460089043
GFPT1	0.00022448074871
KRT16	0.000225259133425
SOX15	0.00022543505979
GNG3	0.000225604130955
BBS7	0.000226273218197
SYT11	0.000226823774301
GDI2	0.000227105024305
SLC22A1	0.000228222670114
FCN1	0.000228873562823
TM6SF2	0.000231043329287
ZNF395	0.000232170212922
ARSD	0.000232209494613
FAAP100	0.000233331888448
CRYZL1	0.000233971001735
MLC1	0.000234295207685
LGALS3	0.000234473849227
SORCS3	0.000234811106507
XRCC2	0.000234891182286
BTBD1	0.000234960866562
RAB13	0.000237866530017
TOLLIP	0.000239632963089
SERBP1	0.000240038626191
LCN1	0.000240238090792
PSMD11	0.000241344421836
SACM1L	0.000241587521006
FGF9	0.00024174787543
M6PR	0.00024458854374
GLI3	0.000245107074479
SLC49A3	0.000246530927162
PPP1R13L	0.000247965087895
DISC1	0.000249384327814
TSPAN13	0.000249919785273
GRPEL1	0.000250445373273
FLNB	0.000251069230769
LIG4	0.000251494047219
LARS1	0.000252757351647
NRBF2	0.000253756334465
CCND2	0.000256298360476
RPF1	0.000256857664682
ETNK2	0.00025699964694
SLC25A46	0.000257943583382
MINDY2	0.000259933434557
HLA-A	0.000261713088277
CREBL2	0.000262533456411
HDGFL3	0.000263722512899
ECRP	0.000263995640121
RRAGA	0.000264843446143
PPP2R5E	0.000266730267679
KCNQ1DN	0.000267537521166
SLC25A12	0.00026832342103
URI1	0.000269048247761
PJA2	0.000269388253174
MEF2C	0.000269820185733
SC5D	0.000270335706028
KAZALD1	0.000270699350072
PRKACG	0.00027265295802
ZNF76	0.000273626465171
WNT8B	0.000274848736805
RPA1	0.00027554921653
SCNN1A	0.000276946292188
TP73	0.000277453983707
LOC101927770	0.000278417726425
ALDOA	0.000278468092486
MSH2	0.000279053898611
SOD1	0.000279624183113
PAIP2B	0.000280070416206
MBNL2	0.000280731589426
EYA2	0.000280766772385
SSBP1	0.000281161973986
IDH3B	0.000281427952792
PFKP	0.000281479175627
UBE2H	0.000281948093137
MAP2	0.00028388116545
RAD54L2	0.00028407823506
STXBP1	0.000285691031185
FOXC2	0.000287775575025
ARMT1	0.000289169413037
RRBP1	0.000289796951073
ROBO4	0.000290456144186
ADIRF	0.000293156149532
FUT7	0.000293911470654
ACTR3	0.000297254357917
QPCT	0.000297814129823
MT1HL1	0.000297931544105
DYNLT3	0.000298226588284
TPST2	0.000298277574932
TBX4	0.000300157665274
GJA8	0.00030098423685
STOML2	0.000301988637179
GYG1	0.000302503022533
CAMSAP2	0.000303115187425
CA10	0.000303838349997
STRAP	0.00030516314383
ME2	0.000305734303719
PCP4	0.000306846121324
TCOF1	0.000307881501115
EMID1	0.000308092687104
APLP2	0.000309475246418
NREP	0.00031063462913
NUDT9	0.000312240519468
CDK5	0.000312988694085
COG5	0.000314757056481
INPP5F	0.000315162517514
ALPK1	0.000315222505605
TUBA4A	0.00031613186939
ZRSR2	0.000316720824574
MUC13	0.000317344051179
MYBPH	0.00031789456324
IL17RB	0.000319117594744
TM4SF20	0.000319189305499
IZUMO4	0.000319468348235
BBC3	0.000320167998532
NPY	0.000320641781775
FBXO24	0.000320865223608
PPP1R10	0.000321934543479
NDUFV2	0.000322623747972
PHGDH	0.000325521255589
UTP3	0.000327279262722
COX7A2	0.000330406191362
PCGF2	0.000331299181624
ALDH4A1	0.00033199334411
OPCML	0.000333967255927
ARMC1	0.000334002449709
GIPC1	0.000336367852227
S100A14	0.000338151145001
RAP1GDS1	0.000339226153255
SCUBE2	0.000340160769203
KLC1	0.000340557065335
RNF11	0.000342098689993
B4GALT7	0.000343276506391
PTS	0.000345711591355
CLCN7	0.000346500191551
NEU1	0.000346608272256
CDC42EP4	0.000346769757193
KIAA1549L	0.000346888521562
ITGAL	0.000346919278513
BTN3A1	0.000347310715681
DNAJB9	0.000347695627296
NECAP2	0.000347705398648
AKTIP	0.000350755849316
GOT2	0.000352566195907
KLHL12	0.000352825509167
EPB42	0.000353257246175
SCO2	0.000355356535914
MICALL2	0.0003557678516
SPCS1	0.000356970589389
NGF	0.000357117175123
POLR3K	0.000358789403897
MINK1	0.00036048000042
IGFALS	0.00036133881741
PTPRO	0.000361449237891
TMEM94	0.000362249005539
PTCRA	0.000363210000387
GCDH	0.000364161057632
PIWIL2	0.00036523595589
PCYOX1	0.000366473099108
SRRM2	0.000367700511241
H2AC13	0.000367738587824
MT2A	0.000368422033573
NHP2	0.000368920411748
LDHB	0.000369104632723
TUBA1C	0.000370965577365
ACTL6B	0.000371012595578
MYH15	0.000371485562757
FSTL3	0.000372244093394
BAZ2A	0.000372575145703
ITPKB	0.00037760466595
FAM13B	0.000381136153872
JPH3	0.000381665952575
PDE9A	0.000382105857779
ANKRD46	0.000382313730043
DENND1B	0.000383556258279
USF2	0.000384686938367
PPP2R3C	0.000386101690881
ELOVL4	0.000388897143811
ENO1	0.000388929842435
RBM38	0.000389377380323
SSH3	0.00038956673914
PSMC1	0.000391935235413
MT1G	0.000392103518772
C12orf43	0.000392269221777
MRC2	0.000395350582975
ATP6V0D1	0.000396656546162
ELOA	0.0003983620246
BTNL3	0.000400205313495
PINK1	0.000400630929072
WWC3	0.000401439488887
HNRNPK	0.000403761610242
RNF111	0.000404310506808
FDX1	0.000405216887263
SPX	0.000405293154773
KDELR2	0.000407438510148
OSBP	0.000408435220133
ARMCX6	0.000409233211726
EXOC5	0.000411329112928
AHCYL1	0.000412041894452
PTP4A1	0.000412634791315
TGFB1	0.000413845464679
MRPL39	0.00041405152869
